gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Cluster
0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,90.55,3256,0
1,0,1,0,49,1,2,1,2,2,0,0,2,0,0,1,0,93.85,2055,2
1,0,0,0,58,1,0,0,0,2,2,2,2,0,2,0,0,70.1,1776,2
1,1,1,0,44,0,1,0,0,2,0,0,0,0,0,1,2,30.35,346,0
0,0,1,1,59,1,0,0,0,2,0,2,2,2,2,1,1,75.95,1985,2
1,0,0,0,71,1,2,1,2,0,2,2,2,2,2,1,2,108.05,2982,2
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,2811,0
0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,2,75.25,3236,0
1,1,1,0,62,1,2,1,0,2,2,0,2,2,1,1,2,103.75,2655,2
0,0,1,1,35,1,0,0,2,0,0,2,0,0,1,1,0,54.95,804,1
0,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,0,19.5,1800,1
1,0,1,1,40,1,0,2,1,1,1,1,1,1,2,0,3,19.6,3095,1
0,0,0,0,39,1,0,0,2,0,0,0,0,0,1,1,2,47.85,767,0
1,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,86.6,3209,0
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,23.75,606,1
0,1,1,0,33,1,2,1,0,2,0,0,0,0,0,1,0,80.6,1197,0
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,43.8,2306,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.75,789,1
1,0,0,1,27,1,0,2,1,1,1,1,1,1,0,0,3,19.15,2296,1
1,0,1,1,34,1,0,2,1,1,1,1,1,1,1,0,1,19.6,2772,1
0,0,1,0,56,1,0,1,2,0,2,0,0,0,2,0,0,80.3,1970,1
0,0,0,0,58,1,2,2,1,1,1,1,1,1,2,0,1,24.35,405,1
0,0,1,1,22,1,2,2,1,1,1,1,1,1,2,0,1,25.25,2362,1
0,0,1,1,10,1,2,2,1,1,1,1,1,1,2,0,1,26.1,997,1
1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,1,20.0,1211,1
0,0,0,0,35,1,2,1,0,2,0,2,0,0,0,0,1,85.3,1306,0
0,0,0,0,34,1,0,1,0,0,0,0,0,0,0,1,1,70.0,1068,0
0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,94.3,1846,0
1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,20.7,457,1
1,0,0,0,2,1,0,0,0,0,0,2,2,2,0,0,2,70.3,313,0
0,0,0,0,7,1,0,1,0,0,2,0,2,2,0,1,2,95.35,2714,0
1,1,1,0,27,1,2,1,0,0,0,0,0,0,0,1,2,75.5,773,0
1,0,1,1,4,1,0,1,0,0,0,0,0,0,0,1,3,69.55,1276,0
0,0,0,0,37,1,0,2,1,1,1,1,1,1,2,0,3,19.85,3040,1
1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,0,3,20.0,1821,1
0,1,1,0,53,1,2,1,0,0,0,0,2,2,1,1,1,95.85,2182,2
0,0,0,0,18,1,2,1,0,0,0,2,0,2,0,1,2,90.1,558,0
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,68.95,191,0
1,0,1,1,32,1,2,1,2,0,0,0,2,2,0,1,1,99.55,1438,2
1,1,1,0,23,1,0,2,1,1,1,1,1,1,1,1,2,20.75,2099,1
1,0,0,0,3,1,0,0,2,0,0,0,0,0,0,1,3,50.15,546,0
0,0,1,1,71,0,1,0,2,2,0,2,2,2,2,0,3,58.65,1805,1
1,0,0,0,9,1,0,1,0,0,0,2,2,2,0,1,0,95.9,3137,0
0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,49.5,2124,0
1,0,1,1,18,1,0,0,0,0,2,0,0,2,0,0,2,57.45,3353,1
1,0,1,1,12,1,0,0,0,0,0,0,0,2,1,0,1,53.65,2819,1
1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,1,3,80.1,2372,2
0,0,0,0,64,1,2,2,1,1,1,1,1,1,1,1,0,24.4,549,1
1,0,0,0,4,0,1,0,0,0,0,2,0,2,0,1,2,40.05,563,0
0,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,3,19.5,2044,0
0,0,1,1,39,1,0,0,2,0,0,0,0,0,0,0,1,51.05,901,1
1,0,1,0,28,1,0,0,2,0,0,2,0,0,1,0,3,54.35,411,1
0,1,0,0,5,1,0,1,0,2,0,0,2,0,0,1,2,84.7,1723,0
0,1,1,0,45,1,0,1,0,0,2,0,0,2,0,1,2,86.1,1698,0
1,0,0,0,37,1,0,1,0,0,0,0,0,0,0,1,3,70.35,1144,0
0,1,1,0,60,1,0,1,2,2,2,2,2,2,2,1,0,110.0,2730,2
1,1,0,0,8,1,2,1,0,0,2,0,2,2,0,1,2,100.6,3122,0
0,0,0,0,47,1,2,1,2,0,2,0,2,0,1,0,1,94.9,2014,2
1,0,1,1,26,1,2,1,0,0,0,0,2,0,0,1,2,83.75,905,0
0,1,1,1,3,1,0,1,2,0,0,2,2,0,0,1,3,88.3,1239,0
0,0,1,1,50,1,0,1,0,0,0,0,0,0,0,1,0,69.75,1593,0
1,0,1,1,27,1,2,0,0,0,0,2,2,2,0,0,0,71.6,827,2
0,1,0,0,8,1,0,1,0,0,2,0,2,2,0,1,2,92.1,2909,0
0,0,1,0,62,1,2,2,1,1,1,1,1,1,2,0,0,23.65,399,1
0,0,1,0,71,1,0,0,2,0,2,2,2,2,2,0,0,81.85,2498,2
1,0,0,0,66,1,2,2,1,1,1,1,1,1,2,0,3,25.1,625,1
1,0,1,1,68,1,2,1,2,2,2,2,2,2,2,1,0,114.7,3043,2
0,0,0,0,13,0,1,0,0,0,2,0,2,2,0,0,2,49.15,2681,0
1,0,1,0,56,1,0,1,0,0,0,0,0,2,1,1,2,80.9,1991,0
1,0,1,0,38,1,0,1,2,2,0,0,0,0,0,1,2,79.45,1349,0
1,1,0,0,14,1,0,1,0,0,0,0,2,2,0,0,1,90.45,261,0
0,0,0,1,16,1,0,2,1,1,1,1,1,1,1,1,0,19.3,1612,1
0,0,1,1,14,1,0,1,0,0,0,0,0,0,0,0,2,70.2,48,0
1,0,1,1,32,1,0,1,0,0,0,0,0,0,0,1,0,69.75,1038,0
0,0,0,0,8,1,0,0,2,0,0,2,0,0,1,0,0,54.25,1938,1
0,0,1,1,43,1,2,1,0,0,2,0,2,2,0,1,0,99.3,1839,2
0,0,0,0,52,1,2,0,2,0,2,2,2,0,1,0,1,74.0,1706,2
1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,50.25,488,0
1,0,0,0,29,1,0,2,1,1,1,1,1,1,1,1,3,19.8,2425,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,787,1
1,1,0,0,12,0,1,0,0,0,2,2,0,2,0,1,2,43.65,2264,0
0,0,1,1,16,0,1,0,0,0,0,0,0,2,0,1,1,35.5,2354,0
0,0,0,0,40,1,2,0,0,0,2,2,2,2,1,1,3,80.75,1441,2
0,0,0,0,5,0,1,0,0,0,2,0,0,2,0,0,2,39.5,922,0
1,0,1,0,40,1,2,1,0,0,0,0,2,2,0,1,0,97.1,1651,2
0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,0,3,19.55,2599,1
0,0,0,0,5,1,0,1,0,0,0,0,0,2,0,1,2,80.0,1799,0
0,0,0,0,10,1,0,1,2,0,0,0,2,0,0,1,3,84.7,3153,0
1,0,1,1,2,1,0,1,0,0,0,0,2,2,0,1,0,89.55,741,0
1,0,0,0,23,1,2,1,0,0,0,2,2,0,0,1,2,90.6,819,0
1,0,1,1,26,1,0,2,1,1,1,1,1,1,1,1,0,20.05,2200,1
0,1,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,112.4,3089,2
0,0,1,0,34,1,0,0,0,0,0,2,0,0,0,0,0,50.2,713,1
1,0,0,0,10,1,0,0,2,0,0,2,2,0,0,0,0,62.25,2569,0
0,0,0,0,14,1,0,0,2,0,0,2,0,0,1,0,3,55.7,3068,1
0,0,0,0,23,1,2,1,2,0,0,0,2,0,0,1,0,90.05,951,0
1,0,1,0,47,1,0,2,1,1,1,1,1,1,2,0,3,19.65,3340,1
1,0,1,0,24,1,0,1,2,0,0,2,0,2,0,1,2,89.25,978,0
1,0,1,0,49,1,2,1,0,2,0,0,2,2,0,1,0,99.05,2100,2
1,1,0,0,20,1,0,0,2,0,0,2,0,0,1,0,3,54.0,54,1
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,69.75,423,0
0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,1,49.05,3267,0
1,0,0,0,22,0,1,0,0,0,2,2,2,2,2,0,0,56.75,298,1
1,0,0,0,7,1,2,1,0,0,2,0,2,2,0,1,0,98.05,2882,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,21.1,920,1
0,0,1,1,59,1,2,1,0,2,0,2,0,2,0,1,0,96.65,2371,2
0,0,1,1,58,1,2,2,1,1,1,1,1,1,1,1,1,24.5,463,1
0,0,0,0,41,1,2,1,2,2,2,2,2,2,0,1,0,114.5,1974,2
0,1,0,0,59,1,2,1,0,2,0,0,0,0,2,1,1,79.2,2002,0
0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,1,2,69.55,866,0
1,0,0,0,32,1,0,2,1,1,1,1,1,1,2,1,0,20.05,2578,1
1,1,1,0,46,1,2,1,0,0,2,0,2,2,0,1,2,98.85,1994,2
1,0,1,1,0,1,2,2,1,1,1,1,1,1,2,0,3,25.75,0,1
1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.95,633,0
0,0,1,1,52,1,0,2,1,1,1,1,1,1,1,0,1,19.6,14,1
0,1,0,0,13,1,0,1,0,0,2,0,0,0,0,1,2,74.3,3307,0
0,1,0,0,11,1,0,1,0,0,0,0,2,2,0,0,0,89.7,49,0
1,0,0,0,32,1,2,1,2,0,0,2,0,0,0,0,0,87.65,1251,0
1,1,1,0,17,1,2,1,0,0,2,0,2,2,0,1,1,100.45,567,0
0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,1,1,74.75,131,0
0,0,0,0,51,1,2,1,2,2,2,0,2,2,1,0,0,107.45,2409,2
1,0,0,0,29,1,0,0,0,0,2,2,2,2,1,1,0,75.35,996,2
1,0,1,0,70,1,0,0,2,2,2,2,0,0,2,0,1,64.95,1972,1
0,0,1,1,71,1,2,1,2,0,2,2,0,2,2,0,2,100.45,2888,2
1,0,1,1,41,1,2,0,0,2,2,0,2,0,1,0,0,68.5,1274,2
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.55,3079,0
0,0,1,0,7,1,0,0,2,0,2,2,2,2,0,0,0,81.25,2455,2
1,0,1,1,25,1,0,1,0,0,0,0,2,2,1,1,2,90.4,956,0
1,0,1,1,67,1,2,1,2,2,0,2,0,0,1,0,2,89.55,2542,1
1,0,1,1,5,1,2,0,0,0,0,2,0,0,0,1,3,55.7,1158,0
1,0,0,1,15,1,2,2,1,1,1,1,1,1,0,1,2,24.8,1458,1
0,0,1,1,20,1,0,2,1,1,1,1,1,1,0,0,2,20.0,1820,1
1,0,1,1,3,1,0,0,0,2,2,0,0,0,0,1,3,56.15,607,0
1,0,1,1,54,1,2,1,0,2,0,2,2,2,1,1,2,105.2,2394,2
1,0,0,0,42,1,0,2,1,1,1,1,1,1,1,1,3,19.55,3164,1
0,0,1,0,9,1,0,1,0,0,0,0,0,2,0,1,2,79.75,3014,0
0,0,0,0,63,1,2,1,0,2,0,0,2,2,2,0,0,97.45,2612,2
0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,0,0,24.25,577,1
0,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,1,24.6,605,1
1,0,1,0,40,1,0,0,0,2,0,0,0,0,0,1,3,50.15,897,0
1,0,0,0,60,0,1,0,2,2,2,0,0,0,2,0,0,39.6,1074,1
0,0,0,0,4,1,0,1,2,0,2,2,0,2,0,1,0,94.4,1702,0
0,1,0,0,71,1,2,0,2,2,2,2,2,2,2,0,3,89.85,2624,2
0,0,1,0,37,1,2,1,0,0,2,0,0,0,0,1,1,78.95,1273,0
1,0,1,0,32,1,2,1,0,2,0,0,2,2,0,1,1,98.85,1411,2
1,0,0,0,39,1,2,0,0,0,0,2,0,0,2,1,1,53.85,975,0
0,0,0,0,38,1,2,2,1,1,1,1,1,1,1,1,2,24.25,3271,1
1,0,0,0,52,1,2,1,0,0,2,0,0,2,2,1,1,89.45,1998,2
0,0,1,1,48,1,2,1,2,2,0,0,2,2,0,1,1,105.25,2170,2
1,0,1,1,70,0,1,0,2,0,2,2,2,2,2,0,0,59.5,1804,2
1,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,70.55,459,0
0,0,0,0,50,1,2,0,2,0,2,2,2,2,1,1,1,82.5,1826,2
0,0,0,0,19,0,1,0,0,0,0,0,2,2,1,1,1,44.85,3249,0
1,0,1,1,25,1,0,0,2,2,2,0,0,0,1,1,0,61.6,555,1
1,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,0,49.05,2499,0
1,1,1,0,39,1,2,1,0,2,2,0,2,2,0,1,2,105.65,1860,2
1,0,0,0,7,1,0,1,0,0,2,0,0,0,0,0,3,74.65,2317,0
0,0,1,1,23,1,0,0,2,2,2,2,0,0,1,1,3,66.25,502,1
1,0,0,0,27,1,0,2,1,1,1,1,1,1,0,1,2,19.4,2276,1
1,1,0,0,47,1,2,1,0,0,0,0,2,0,0,1,1,86.05,1701,0
1,0,1,1,26,1,0,2,1,1,1,1,1,1,2,1,1,19.15,2231,1
0,0,1,0,14,1,2,0,2,0,0,0,2,0,0,1,0,64.7,3308,0
0,1,1,0,11,1,2,1,0,0,2,2,2,2,0,1,0,104.05,138,2
1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,19.25,2078,1
0,0,1,1,26,1,0,1,2,2,0,0,0,0,0,0,2,81.95,904,1
0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.65,3156,2
0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,1,20.0,208,1
1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,19.8,374,1
1,0,1,1,11,1,2,0,2,0,0,0,2,0,0,1,0,65.15,2899,0
1,1,1,0,14,1,0,2,1,1,1,1,1,1,1,0,3,19.65,1012,1
0,0,0,1,13,1,2,0,2,2,2,2,2,2,2,0,1,88.95,162,2
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,1,3,20.2,3345,1
1,1,1,1,11,1,2,1,0,0,0,0,0,0,0,1,1,75.2,3026,0
1,0,1,0,18,1,2,0,0,2,0,0,0,0,0,0,1,56.8,79,0
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.55,1570,0
0,0,1,0,32,1,0,1,2,0,0,0,0,0,0,1,0,75.5,1025,0
1,0,0,0,29,0,1,0,2,0,0,2,0,0,1,0,3,35.6,77,1
0,0,0,0,3,1,2,0,0,0,0,0,2,0,0,1,2,60.25,626,0
0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,95.15,830,0
1,0,1,1,13,1,0,1,0,0,2,0,2,2,0,1,3,96.65,163,0
0,0,0,0,41,0,1,0,0,2,0,0,0,2,0,1,2,40.35,604,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,18.85,700,1
1,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,3,54.85,1650,0
0,0,1,0,52,1,0,0,2,0,2,0,2,0,1,1,3,64.3,1534,1
0,0,1,1,45,1,2,2,1,1,1,1,1,1,2,1,0,24.65,143,1
1,0,1,0,70,1,2,0,0,2,2,2,2,0,2,0,1,76.1,2265,2
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,18.7,7,1
0,1,1,0,62,1,2,1,0,2,2,0,2,0,1,1,1,97.95,2506,2
0,0,1,0,60,1,2,1,2,2,0,0,0,2,0,1,1,94.1,2330,2
0,1,1,0,3,1,0,1,0,0,0,0,2,0,0,1,2,80.4,995,0
0,1,1,0,23,1,0,1,2,0,0,0,2,2,0,1,2,95.1,1026,0
1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,31.35,1389,0
0,0,0,0,67,1,0,0,2,0,2,2,0,2,1,1,0,72.35,2168,2
0,0,0,0,12,1,2,1,0,2,0,0,2,0,0,1,0,89.75,52,0
0,1,1,0,71,1,2,0,2,2,2,2,0,2,2,1,0,82.7,2469,2
1,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,19.9,2216,1
0,0,0,0,5,1,2,0,2,0,0,0,0,0,0,1,2,53.8,1268,0
1,0,0,0,26,1,2,0,0,0,0,0,0,0,1,1,1,51.55,288,0
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,19.65,787,1
1,1,0,0,70,0,1,0,0,2,2,0,2,0,1,1,1,44.05,1348,2
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,2,114.0,3097,2
1,0,1,0,60,1,0,1,0,2,0,0,2,2,1,1,2,94.4,2384,2
0,1,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,100.4,1449,2
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,19.85,791,0
0,0,0,0,14,1,2,0,0,2,0,0,0,0,1,1,3,54.25,3025,0
0,0,0,0,13,1,2,1,2,0,0,0,0,0,0,1,1,80.0,33,0
0,0,0,0,6,1,2,1,0,2,2,2,2,2,0,1,1,109.9,2738,2
0,0,0,0,46,1,2,0,2,0,2,0,2,2,2,0,3,79.2,1608,2
1,0,0,0,15,1,0,1,0,0,2,2,2,2,0,1,2,101.35,514,0
1,1,1,0,43,1,2,1,0,2,0,2,2,0,0,1,2,94.3,1734,2
1,0,0,0,39,1,0,0,0,0,0,2,0,0,2,1,0,49.8,836,1
1,1,0,0,21,1,0,0,0,0,2,0,2,0,0,1,0,60.05,233,0
1,0,0,0,57,0,1,0,2,0,2,0,2,2,0,1,2,53.75,1434,0
0,0,1,0,53,1,0,1,0,0,0,2,2,2,1,1,2,93.45,2110,2
1,0,1,1,18,1,0,1,2,0,2,0,2,0,0,1,3,87.9,467,1
0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,1,2,60.15,2528,0
0,0,1,0,58,1,2,0,2,0,0,2,0,0,1,1,0,61.05,1560,2
0,1,0,0,71,1,2,1,0,0,2,0,2,2,2,0,0,104.05,2957,2
0,0,0,0,35,1,0,1,0,0,2,2,2,2,1,1,2,99.25,1584,2
1,0,0,0,3,1,0,1,0,0,2,0,0,2,0,0,1,85.7,1148,0
1,0,0,0,38,1,2,1,2,2,0,0,2,2,1,1,2,104.85,1709,2
1,0,1,1,35,1,2,0,2,2,2,2,0,0,2,1,1,69.15,1104,2
1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,2,90.45,2501,0
0,0,0,0,47,1,0,0,0,0,2,2,2,2,2,0,3,74.45,1575,1
0,0,0,0,14,1,0,0,0,2,0,0,0,0,0,0,2,50.45,3010,0
0,1,1,0,20,1,0,0,0,2,0,0,0,2,0,1,2,60.0,256,0
1,0,1,0,66,1,2,0,2,2,0,2,2,2,2,0,2,85.25,2359,2
1,0,1,0,15,1,0,2,1,1,1,1,1,1,0,1,1,19.45,1529,1
0,0,0,0,42,1,0,2,1,1,1,1,1,1,2,1,0,20.75,3175,1
0,0,1,0,17,1,2,1,2,0,0,0,0,0,0,0,2,78.9,337,0
1,0,0,0,37,1,2,1,0,2,0,2,2,2,1,1,1,104.5,1668,2
0,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,2,49.4,2565,0
1,0,1,0,53,1,0,1,0,2,0,0,2,2,1,1,0,94.25,2106,2
0,0,0,0,60,1,2,2,1,1,1,1,1,1,2,0,3,25.0,473,1
1,0,1,1,18,0,1,0,0,0,0,0,0,0,0,0,1,25.55,2030,1
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.9,2948,0
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.15,815,0
0,0,0,1,9,1,0,0,0,0,0,2,2,2,0,1,1,69.4,2420,0
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.25,3078,0
1,0,1,0,56,1,2,1,2,2,2,0,0,0,1,1,2,93.15,2263,2
1,0,1,1,17,1,0,1,0,0,0,0,0,0,0,1,2,69.0,153,0
0,0,1,1,11,1,2,0,0,0,0,2,0,2,0,1,2,66.35,2952,0
1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.55,2251,0
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.2,393,1
1,0,0,0,19,1,2,1,0,0,0,0,0,2,0,1,0,86.0,501,0
0,0,1,1,3,1,0,1,0,0,0,0,0,2,0,1,2,80.3,1122,0
1,0,1,1,54,1,0,2,1,1,1,1,1,1,2,0,1,20.4,95,1
1,0,1,0,62,1,2,2,1,1,1,1,1,1,1,1,1,23.75,434,1
1,0,0,0,24,1,2,1,0,2,0,0,2,0,0,1,1,90.55,1013,0
0,0,1,1,62,1,2,0,0,0,0,0,2,2,0,1,1,70.45,1868,2
1,0,0,0,17,1,2,0,2,0,0,0,0,2,0,0,0,65.75,115,0
1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,3,24.6,794,0
1,0,1,1,64,1,0,0,2,0,2,2,2,0,2,0,3,69.25,1926,1
0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,75.9,412,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,1962,0
0,0,1,0,16,0,1,0,0,0,0,2,2,2,0,1,2,49.95,3102,0
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,24.65,722,1
1,0,0,0,30,1,2,1,2,2,2,0,0,0,1,0,0,90.4,1265,1
0,0,1,0,49,1,2,1,2,0,0,0,2,2,0,1,3,100.85,2097,2
1,0,1,0,61,1,2,0,2,0,2,2,0,2,2,0,1,75.35,2051,2
1,0,1,1,47,1,2,1,0,2,0,0,2,0,0,0,2,87.2,1763,1
1,0,0,0,20,1,0,0,2,0,2,0,0,2,0,0,1,64.4,377,0
1,0,1,1,34,1,0,1,0,0,0,0,2,0,0,0,2,78.3,1149,0
0,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,0,24.7,617,1
1,0,0,1,54,1,0,1,2,2,0,2,2,2,1,1,2,105.85,2466,2
1,1,1,0,61,1,2,1,0,2,2,2,2,0,1,1,3,98.3,2551,2
1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,76.95,1011,0
1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,19.45,1224,1
0,1,0,0,16,1,2,1,0,0,0,0,2,2,0,1,2,96.15,494,0
0,0,1,1,3,1,0,0,0,2,0,0,2,0,0,1,1,58.7,610,0
1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,1,3,20.15,2294,0
1,0,0,0,30,1,2,0,2,0,0,0,0,2,0,1,3,64.5,769,0
0,0,1,0,21,0,1,0,2,0,0,0,0,0,0,0,2,28.5,2622,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,1955,0
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,0,19.4,1296,1
1,1,1,0,23,1,0,1,0,0,0,0,2,2,0,1,2,90.45,929,0
0,0,1,1,45,1,2,1,2,2,0,0,2,2,0,1,2,105.15,2053,2
0,0,1,1,24,1,2,1,0,2,2,0,0,0,1,0,0,83.15,889,1
0,0,0,0,11,1,2,1,0,0,0,2,2,0,0,0,2,90.15,3350,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.05,1950,0
0,0,1,0,56,1,2,1,0,0,2,2,2,2,2,0,0,103.2,2437,2
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,75.8,2976,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,783,1
0,0,0,0,7,1,0,1,0,0,0,0,0,2,0,1,2,79.3,2257,0
0,1,1,0,55,1,0,1,0,0,2,2,2,0,2,0,1,88.8,2082,2
0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,2,30.9,2489,0
0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,1,85.9,2566,2
0,1,0,0,45,0,1,0,0,0,0,0,0,2,1,0,2,34.2,542,0
0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,3,20.15,47,1
0,1,0,0,46,1,0,1,0,2,0,0,2,2,1,0,1,95.25,1921,0
1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,3,50.3,3279,0
0,0,1,0,2,1,0,1,2,0,0,2,0,0,0,1,2,80.15,816,0
0,0,1,0,12,1,0,0,0,2,0,0,0,0,0,1,2,51.25,2568,0
0,1,1,0,68,1,2,1,0,2,0,0,0,2,0,1,0,89.6,2572,2
1,0,1,1,69,1,0,1,0,0,0,2,2,2,2,1,1,95.2,2733,2
1,1,0,1,56,1,0,1,2,0,0,0,2,2,1,0,1,94.8,2266,2
0,1,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.25,1361,0
1,0,1,0,64,1,2,0,0,2,2,2,2,0,2,1,0,76.1,2087,2
1,0,1,0,59,1,2,1,2,2,2,0,2,2,1,1,2,110.15,2671,2
1,0,1,1,62,1,2,1,2,2,2,2,2,2,2,0,0,115.55,2887,2
1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,1,24.65,528,1
0,0,0,0,53,0,1,0,2,2,2,2,2,0,1,1,2,53.6,1292,1
1,0,1,1,5,1,0,2,1,1,1,1,1,1,0,0,3,19.45,3207,1
1,1,1,0,49,1,2,1,2,2,2,0,0,0,0,1,2,88.2,1815,2
0,0,1,1,62,1,2,1,2,0,0,0,2,2,2,1,0,101.15,2723,2
0,0,1,0,55,1,0,0,2,2,0,2,0,0,2,0,3,56.8,1395,1
0,1,1,0,71,1,0,1,2,2,2,2,2,0,2,1,2,99.4,2891,2
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,1,1,20.1,316,1
1,0,1,1,36,0,1,0,2,0,2,2,2,2,1,0,1,60.7,989,1
1,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,0,20.95,2155,1
0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.85,3152,2
0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,0,19.25,2777,1
1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,3,62.8,2596,0
0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,2,105.5,2986,2
1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,19.85,187,1
1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.5,2766,0
0,0,0,0,1,1,0,0,0,0,2,2,2,2,1,0,1,74.1,2940,0
0,0,1,1,30,1,2,1,0,2,2,2,2,2,0,1,2,107.5,1462,2
1,0,0,0,64,1,0,2,1,1,1,1,1,1,2,0,3,19.55,238,1
1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,0,68.8,1794,2
1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,0,1,84.45,2488,2
1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,0,2,75.0,2637,0
0,0,0,0,62,1,2,0,0,2,2,2,2,2,2,0,0,84.5,2242,2
1,0,1,1,67,1,2,1,0,2,2,2,2,2,2,1,0,111.2,2981,2
1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,44.75,1227,0
